id,prediction
v02_0187,Bobina publica : copia #114 He creado un monstruo y ya no puedo controlarlo.
v02_0188,dutter had made Elen promíse not to touch the book which had caused him such frightening visions. But she found its strange force irresístíble. 怪物在作TL末→龙、七亏制御飞吉杠l。
v02_0189,"괴물을 만들었는데,이제 통제가 안 돼요."
v02_0190,eware that hiS Shadom doeS not enguf pou ike a daemonic nightmare. 那是一个黑暗叉多雷雨的夜晚。
v02_0191,efiverance is possible bp no other means but that an innocent maiden maketh the vampire beed not the first crowing of the cock- this done bp the Sacrifice of ber own bloode Ήταν μια σκοτεινή και θυελλώδης νύχτα
v02_0192,"Beware, for l am fearless, and therefore powerful."
v02_0193,"Cuidado, porque no tengo miedo, y eso me hace poderoso."
v02_0194,起时3、私时恐机态知5太\、龙力吕強Wh龙
v02_0195,"아카이브 클래식·복원판 조심해요,저는 두려움이 없으니까요."
v02_0196,fear lurked in every corner of town. Who was stíll healthy? Who was sick? 我造出了一个怪物，如今已无法控制它。
v02_0197,"""I'll run over quickly.. and fetch Sievers.."" Αρχείο Ταινιών · αποκατάσταση Δημιούργησα ένα τέρας και δεν μπορώ πια να το ελέγξω."
v02_0198,There can be no lfe without pain.
v02_0199,No puede haber vida sin dolor.
v02_0200,痛砂①左人生在h~在)。
v02_0201,efiverance iS possibe by no otber means but that an innocent maiben maReth thbe vampire bees not the first croming of thbe cocR—this sone bp tbe Sacrifice of ber omn bloobe. 고통 없인 삶도 없어요.
v02_0202,The town was paralyzed by fear. They were looking for a sacrifice: they chose Rnock. 小心点，我天不怕地不怕，所以才强大。
v02_0203,"H Πρόσεχε, δεν φοβάμαι τίποτα, γι' αυτό είμαι δυνατός."
v02_0204,Nothing is impossible if you set your mind to it.
v02_0205,Nada es imposible si te lo propones.
v02_0206,八少夕下×个之·J>版 本気污本机球不可能太h了本)。
v02_0207,마음만 먹으면 불가능한 건 없어요.
v02_0208,没有痛苦，就没有真正的人生。
v02_0209,Αρχείο Ταινιών  αποκατάσταση Δεν υπάρχει ζωή χωρίς πόνο.
v02_0210,食t The game is afoot.
v02_0211,El juego ha comenzado.
v02_0212,勝負味始末一左。
v02_0213,아카이브 클래식·복원판 게임이 시작됐어요.
v02_0214,只要下定决心，没有什么不可能。
v02_0215,Τίποτα δεν είναι αδύνατο αν το θέλεις πραγματικά.
v02_0216,"Elementary, my dear fellow."
v02_0217,"Elemental, querido amigo."
v02_0218,簡单公己上龙上、君。
v02_0219,"간단해요, 친구."
v03_0000,"When you eliminate the impossible, what remains must be true."
v03_0001,"Cuando eliminas lo imposible, lo que queda es la verdad."
v03_0002,不可能左除\八t试、残D力真寒龙。
v03_0003,불가능한 걸 지우면 남는 게 진실이에요
v03_0004,SAN FRANCISCO CITY & COUNTY LINE P0P. 775.357. ELEV.61. 游戏开始了
v03_0005,Το παιχνίδι άρχισε.
v03_0006,EHH IHH I never guess. It is a shocking habit.
v03_0007,Nunca adivino. Es un hábito terrible.
v03_0008,私試推測测L左)。机恶八癖龙。
v03_0009,"저는 추측 안 해요,그건 나쁜 버릇이죠"
v03_0010,n 1n 很简单，朋友。
v03_0011,"START OF 49 MILE SCENIC DRIVE Αρχείο Ταινιών · αποκατάσταση Απλό, φίλε μου."
v03_0012,"Data, data, data! l cannot make bricks without clay."
v03_0013,"iDatos, datos, datos! No puedo trabajar sin ellos."
v03_0014,八少夕下×十>.>版 分一夕龙、於一夕力在计机试何毛作机在)。
v03_0015,자료가 있어야 뭘 만들죠.
v03_0016,排除掉不可能的，剩下的就是真相。
v03_0017,"Όταν αποκλείσεις το αδύνατο, ό,τι μένει είναι η αλήθεια."
v03_0018,I have often been wrong before.
v03_0019,Antes también me he equivocado muchas veces.
v03_0020,私毛以前何度毛間達元九上。
v03_0021,저도 예전에 자주 틀렸어요.
v03_0022,我从不猜测，那是个坏习惯。
v03_0023,"Ποτέ δεν μαντεύω, είναι κακή συνήθεια."
v03_0024,Fishermens Grotto AUOTOS Time flies over us but leaves its shadow behind
v03_0025,"Fishermens Grotto ALIOTO'S El tiempo pasa, pero deja su sombra."
v03_0026,時法流机毛、影在残L\<。
v03_0027,"MAGGIO'S RESTAURANT FAMOUS COCKTAILS Rosario4 ,FINE,FOOD 아카이브클래식·복원판 시간은 흘러가도 그림자를 남겨요."
v03_0028,数据，数据，没有数据什么都做不出来。
v03_0029,"Στοιχεία, χρειάζομαι στοιχεία για να δουλέψω."
v03_0030,Public Domain Reel A man's real possession is his memory.
v03_0031,La verdadera posesión de un hombre es su memoria.
v03_0032,人D本当①財產記憶标h龙。
v03_0033,사람의 진짜 재산은 기억이에요.
v03_0034,我以前也常常犯错。
v03_0035,Κι εγώ έχω κάνει λάθος πολλές φορές
v03_0036,The future is still in your hands
v03_0037,El futuro todavía está en tus manos.
v03_0038,未来末龙君①手D中C百。
v03_0039,미래는 아직 당신 손에 있어요.
v03_0040,公共领域胶片·拷贝 时光流逝，却留下影子。
v03_0041,"Ο χρόνος περνά, μα αφήνει τη σκιά α ΤΟΥ."
v03_0042,EilmVault:print #114 It is our choices that show who we truly are.
v03_0043,Son nuestras decisiones las que muestran quiénes somos.
v03_0044,選报己子於①人在表寸h龙。
v03_0045,선택이 그 사람을 보여주는 거예요.
v03_0046,个人真正的财富是记忆。
v03_0047,CALIFORNIA PALACE OF THE LEGION OF HONOR Αρχείο Τανιών αποκατάσταση Η αληθινή περιουσία ενός ανθρώπου είναι η μνήμη ΤΟΥ.
v03_0048,"There's no place like home, is there?"
v03_0049,"No hay lugar como el hogar, ¿verdad?"
v03_0050,夕亏少久刀一力.修復版 也试D家汇勝百場所过本八权。
v03_0051,공공도메인필름사본 역시 집만 한 곳이 없죠?
v03_0052,未来依然掌握在你手中。
v03_0053,Το μέλλον είναι ακόμα στα χέρια σου.
v03_0054,I don't know half of you half as well as I should like.
v03_0055,No los conocía ni la mitad de lo que debería
v03_0056,UORLDS LARGEST GET SHOF 夕亏久刀一力.修復版 君①己上在半分毛分力⊃了八标办⊃左上。
v03_0057,공공도메인필름사본 당신을 절반도 제대로 몰랐네요.
v03_0058,选择才真正显示一个人是谁。
v03_0059,LAND Founiain Οι επιλογές μας δείχνουν ποιοι πραγματικά είμαστε.
v03_0060,"It's a dangerous business, going out your door."
v03_0061,RN PLAYLAND Es peligroso salir por esa puerta
v03_0062,扉左出百①t八⊃龙⊃乙危唉太己上龙。
v03_0063,문을 나서는 건 늘 위험한 일이에요.
v03_0064,经典影像档案·修复版 还是家里最好，不是吗？?
v03_0065,"Beach COFFEE SHOP Πουθενά σαν το σπίτι, έτσι δεν είναι;"
v03_0066,All we have to decide is what to do with the time given us
v03_0067,Solo podemos decidir qué hacer con el tiempo que tenemos.
v03_0068,9x风 力5机百D味、与元5机左時間在三使三办龙左
v03_0069,우리가 정할 수 있는 건주어진 시간을 어떻게 쓰느냐예요.
v03_0070,我对你的了解还不到一半。
v03_0071,Αρχείο Ταινιών · αποκατάσταση Δεν σε ήξερα ούτε στο μισό όσο έπρεπε.
v03_0072,Public Domain Reel Not all who wander are lost.
v03_0073,No todo el que vaga está perdido.
v03_0074,艺末上三者力孙标迷⊃了八百力t节在)。
v03_0075,떠도는 자가 다 길을 잃은 건 아니에요.
v03_0076,出门在外总是危险的。
v03_0077,Είναι επικίνδυνο να βγαίνεις απ' την πόρτα σου.
v03_0078,Even the smallest person can change the course of things.
v03_0079,Hasta la persona más pequeña puede cambiar el rumbo de las cosas.
v03_0080,h在亿小艺在者毛流机在变元5机百。
v03_0081,아무리 작은 사람도 흐름을 바꿀 수 있어요.
v03_0082,们能决定的，只是如何使用被给予的时间
v03_0083,Το μόνο ΟΤΟΥ αποφασίζουμε είναι ΤI θα κάνουμε με τον χρόνο μας.
v03_0084,Archive Classics · restored 2024 The night is dark and full of secrets
v03_0085,La noche es oscura y está llena de secretos
v03_0086,夜暗<、秘密汇满右八。
v03_0087,밤은 어둡고 비밀로 가득해요
v03_0088,流浪的人未必都迷了路。
v03_0089,Αρχείο Ταινιών · αποκατάσταση Δεν χάνονται όλοι όσοι περιπλανιούνται.
v03_0090,Speak softly and carry a big stick
v03_0091,Habla con calma y actúa con firmeza.
v03_0092,二 静力忆話L、大老<行動L3。
v03_0093,조용히 말하고 크게 행동해요.
v03_0094,SAN FRANGISCO RECREATION 再渺小的人也能改变局势。
v03_0095,Ακόμα κι ο πιο μικρός μπορεί V αλλάξει την πορεία ΤωV πραγμάτων.
v03_0096,Public Domain Reel Fortune favors the bold.
v03_0097,Bobina publica·copia #114 La fortuna favorece a los valientes.
v03_0098,幸運勇者汇味方寸。
v03_0099,공공도메인필름사본 용기 있는 자에게 행운이 따라요.
v03_0100,夜色深沉，藏着无数秘密。
v03_0101,Η νύχτα είναι σκοτεινή και γεμάτη μυστικά.
v03_0102,"Adventure is out there, waiting"
v03_0103,"La aventura está ahí afuera, esperando."
v03_0104,冒唉法扬己不待⊃了八百。
v03_0105,모험은 저 밖에서 기다리고 있어요.
v03_0106,1925 RALROA 说话要轻，行动要有力。
v03_0107,"Μίλα ήσυχα, δράσε δυνατά."
v03_0108,Some day you will be old enough to start reading fairy tales again.
v03_0109,Bobina publica·copia #114 Algún día tendrás edad para volver a leer cuentos de hadas
v03_0110,夕亏少久刀一力.修復版 八⊃力末左、书亡老話在誌边而旋汇在百上。
v03_0111,공공도메인필름사본 언젠가 다시 동화를 읽을 나이가 될 거예요
v03_0112,幸运总是眷顾勇敢的人。
v03_0113,Αρχείο Ταινιών · αποκατάσταση Η τύχη ευνοεί τους τολμηρούς
v03_0114,It always seems impossible until it's done.
v03_0115,Siempre parece imposible hasta que se logra.
v03_0116,終力百末下t八⊃毛不可能汇思元百毛D龙。
v03_0117,다 되고 나면 항상 쉬워 보이죠.
v03_0118,冒险就在外面等着呢。
v03_0119,Η περιπέτεια περιμένει εκεί έξω.
v03_0120,"Whatever you are, be a good one."
v03_0121,"Seas lo que seas, sé bueno en ello."
v03_0122,何汇太百汇世上、)毛D汇机。
v03_0123,"뭐가 됐든,제대로 된 사람이 되세요."
v03_0124,总有一天你会重新爱上童话。
v03_0125,Αρχείο Ταινιών · αποκατάσταση Κάποια μέρα θα είσαι έτοιμος να διαβάσεις ξανά παραμύθια.
v03_0126,The best way out is always through
v03_0127,La mejor salida siempre es seguir adelante.
v03_0128,MARKET 品 POWELL 拔出寸一番①方法法、突老進邨己亡龙。
v03_0129,빠져나가는 가장 좋은 방법은 그냥 뚫고 가는 거예요.
v03_0130,事情做成之前，总看起来不可能。
v03_0131,"fizest ONEWAY Πάντα φαίνεται αδύνατο, μέχρι να γίνει."
v03_0132,"You see, but you do not observe."
v03_0133,"安 IIWAYOF SAN FRANCISCO Usted ve, pero no observa."
v03_0134,夕亏三少久刀一力.修復版 見~t百於、觀察tL~左\权。
v03_0135,아카이브클래식·복원판 보긴 하지만 관찰은 안 하는군요.
v03_0136,50S EWA MLNICPAT 无论做什么，都要做到最好。
v03_0137,"Ό,τι κι αν είσαι, γίνε καλός σε αυτό."
v03_0138,"UGS IS TCILETRIES It's quite simple, once you know how."
v03_0139,"Es bastante simple, una vez que sabes cómo."
v03_0140,少元分力机试簡单主。
v03_0141,알고 나면 아주 간단한 거예요.
v03_0142,脱身的最好办法，就是一直往前走。
v03_0143,Αρχείο Ταινιών - αποκατάσταση Ο καλύτερος τρόπος να βγεις είναι να προχωρήσεις
v03_0144,"There's no use trying, that's impossible."
v03_0145,"PARK No sirve de nada intentarlo, es imposible."
v03_0146,無肽龙上、九法不可能龙。
v03_0147,"ARTGOCOr S 그건 불가능해요, 소용없어요."
v03_0148,你只是看，却没有观察。
v03_0149,"Βλέπεις, αλλά δεν παρατηρείς"
v03_0150,Curiouser and curiouser!
v03_0151,iCada vez más raro!
v03_0152,O6 4GooDs 末寸末寸不思儀汇左⊃\<！
v03_0153,점점 더 이상해지네!
v03_0154,知道方法之后其实很简单。
v03_0155,"Είναι απλό, αρκεί να ξέρεις πώς"
v03_0156,Archive Classics · restored 2024 Who in the world am I?
v03_0157,¿Quién demonios soy yo?
v03_0158,私法八⊃九八谁太①？
v03_0159,아카이브클래식·복원판 도대체 나는 누구지?
